id,name,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,statuses_count,,,
613801603,Thomas,thecoldhole,Alabama,Gulf Coast - ALABAMA,,737,676,8,Wed Jun 20 22:08:44 +0000 2012,6705,,,
4670735606,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,emojortsgirl,icon by @pinapuppy,"hi I'm Kivah I'm 19 and bi. that's my character, nothing else to me | transfem she/baby | i play games | killed god | i complain",https://t.co/FApQT2VwvW,189,57,14,Tue Dec 29 03:04:22 +0000 2015,64752,,,
7.47E+17,Energize,energizeuk,"Southampton, England","Consultants & Installers of Solar PV, Air Source Heat Pumps & Battery Storage
01202 854990
0800 0852072
info@energize.uk.com",https://t.co/ccbgAU4uQ8,60,31,2,Mon Jun 27 14:37:33 +0000 2016,5895,,,
1.06E+18,Satisfying Loops,satisfyingloops,Satisfaction Paradise,Only the most satisfying video loops. Original Account.,,48864,73,151,Thu Nov 08 02:05:33 +0000 2018,188,,,
1.01E+18,xxxtentacion,itsxxxwords,,remembering X | Parody Account we do not own content. DM or email xxx@umsocials.com,,73367,46,147,Tue Jun 26 14:44:36 +0000 2018,1709,,,
2584522964,sexual gifs,sexualgifs_,,18+ advised // parody // we do not own any content posted,,324935,84,1996,Mon Jun 23 20:07:32 +0000 2014,14525,,,
81856213,Chuck Kutscher,chuckkutscher,"Golden, Colorado","Fellow & Sr. Research Associate, CU-Boulder, former nat'l lab center director (ret.), author, and speaker focused on climate change communications & solutions.",,517,301,13,Mon Oct 12 14:37:59 +0000 2009,1562,,,
369705490,Prinesh Reddy,prineshr,"Johannesburg, South Africa",Cycling fanatic. Loyal @Arsenal supporter.,,94,277,2,Wed Sep 07 20:13:58 +0000 2011,4016,,,
279055209,Mushimire Olivier,olivermushimire,Rwanda,Thankful for Rwanda,,2987,2217,21,Fri Apr 08 14:07:19 +0000 2011,28359,,,
3609829279,anticapitalist witch,amberleeisok,South Bay CA ,complicated and often wrong,,966,258,29,Fri Sep 18 23:02:36 +0000 2015,1706,,,
8.23E+17,Jack Mattila,jackltila,,,,331,90,2,Sun Jan 22 21:44:32 +0000 2017,117715,,,
255462132,Alessandro VanBlanco,agbawe2,,"Engineer,Muslim.....Heavens knows no race,tribe nor religion....and neither does Hell.....If you really know me,u may want to kill me #TeamManUtd....",,596,1168,2,Mon Feb 21 12:16:15 +0000 2011,17394,,,
8.35E+17,Adewale from pickmeup,adewaleoretuga,"Lagos, Nigeria",business developer & Head Planning & Research @pickmeup/Risk advisor/med/health consultant/health educator/ digital marketer/TechPreneur https://t.co/Uhlwqw6um1,,421,797,1,Sat Feb 25 10:16:52 +0000 2017,2557,,,
8.47E+17,Droom Discovery,droomdiscovery,"Gurgaon, India","Droom Discovery offers pre-buying research tools such as EMI Calculator, Total Cost of Ownership etc. in order to aid buyers in making a more informed decision!",https://t.co/5MawFt77mW,15127,168,24,Wed Mar 29 13:02:21 +0000 2017,665,,,
2150168919,babygirl,sadshawtys,,is it worth it?,https://t.co/ruo92ZB4ha,120894,13572,249,Wed Oct 23 22:58:06 +0000 2013,989,,,
2531942016,Stuart Wallace,stuartlwallace,London,Bloomberg News Executive Editor for Energy & Commodities. Retweets and likes aren't endorsements.,http://t.co/mEEwYljIya,17432,888,671,Thu May 29 06:33:42 +0000 2014,11227,,,
356749713,Georgieann,georgieanne_ca,California,Democrats for Trump!,,1976,1084,37,Wed Aug 17 09:26:11 +0000 2011,47736,,,
2225681,TeeJay,teejay,"Copenhagen, DK",My people will call your people... Let's do lunch?,,47,366,13,Mon Mar 26 00:30:03 +0000 2007,921,,,
1.16E+18,Petia Dimitrova,petiadimitrov14,"Clearwater, FL","I love cats, tennis, Tesla, science, space exploration, clean sustainable energy, vegetarian food, gun violence prevention activism",,91,71,0,Tue Aug 20 03:09:15 +0000 2019,561,,,
115779343,Sir Richard Royal,lionheartroyal,"Hull, England",Energy Strategy lead @humberlep; holder of three swimming world records; Knighted by @sealandgov; former Parliamentary Candidate; comments my own!,,1263,2454,37,Fri Feb 19 22:50:43 +0000 2010,4141,,,
796430617,kigali life,kgllife,Rwanda,Founder of https://t.co/B4xmNqO6DB,https://t.co/DoRMbxM5Ho,318,1073,0,Sat Sep 01 16:34:28 +0000 2012,6497,,,
1.07E+18,CND Kibeho Lilongwe,clilongwe,Malawi,"Centre Notre Dame de Kibeho Lilongwe est un Centre Multiculturel, Social, Scientifique et de Langues Internationales.",,111,817,1,Sat Dec 08 10:34:35 +0000 2018,566,,,
1452550266,Jackson Yeager,jackcyeager,"Belle Chasse, LA","I'm Jackson Yeager you can call me Jack. I'm an aspiring film director, actor, writer and producer.",,93,530,2,Thu May 23 21:27:50 +0000 2013,2488,,,
4670735606,fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,emojortsgirl,icon by @pinapuppy,"hi I'm Kivah I'm 19 and bi. that's my character, nothing else to me | transfem she/baby | i play games | killed god | i complain",https://t.co/FApQT2VwvW,189,57,14,Tue Dec 29 03:04:22 +0000 2015,64755,,,
7.35E+17,@Li_Benchmark,libenchmark,,#Benchmark2019 #Green #Lithium #Mining $LIT #News #Energy #Metals #Wind #Solar #Storage #Renewables #EV #Batteries $TSLA #Cleantech.  No #Investment Advice here,,950,1003,250,Mon May 23 21:14:21 +0000 2016,34535,,,
22166737,DrMJW,drmjw,R3Y1X4,"Look down on someone only if you are reaching to pick them up. 
The price good men pay for indifference to public affairs is to be ruled by evil men.--Plato",https://t.co/DGMbTlyM7d,1243,3964,193,Fri Feb 27 17:51:34 +0000 2009,98790,,,
7.35E+17,@Li_Benchmark,libenchmark,,#Benchmark2019 #Green #Lithium #Mining $LIT #News #Energy #Metals #Wind #Solar #Storage #Renewables #EV #Batteries $TSLA #Cleantech.  No #Investment Advice here,,950,1003,250,Mon May 23 21:14:21 +0000 2016,34539,,,
1.13E+18,ZackZackZack,zackzackzack4,,ZackZackZack is all about getting things done...,,207,795,0,Sat May 25 21:42:37 +0000 2019,16031,,,
9.95E+17,rocobasilisk,rocobasilisk,,Tech and future,,528,508,7,Sun May 13 00:18:52 +0000 2018,108931,,,
8.74E+17,Nicholas LePan,nlepan,Toronto,Natural Resources Editor for Visual Capitalist,https://t.co/QcpKSy1qy9,427,325,5,Mon Jun 12 10:59:11 +0000 2017,5062,,,
339076717,Andrew Harding,andrewharding4,London UK,"Author: Hybrid Series: Split Decision, Critical Moments, Devil's Dyke, Wet Daddy, Medium Rare. Trilogy: Spirit, Force, Parity. 
HWSNBN Ch1-20  Acc #1 18+ NO DM",http://t.co/BICIkylodQ,15507,16592,542,Wed Jul 20 15:12:24 +0000 2011,426313,,,
149154010,Classicos do Rock Podcast,jpfragosoneto,Macap� - Amap� - Brasil,,https://t.co/0O3AMBegQi,866,3549,18,Fri May 28 15:10:47 +0000 2010,36821,,,
307279456,John,j_macca7,Darwen,"I started out not really understanding Twitter. I understand it less and less everyday. #brfc #rovers gym, motorbikes, football.",,422,297,12,Sun May 29 10:30:49 +0000 2011,14790,,,
295723216,smokinKones,smokinkones,,"one more time, sweetness....",,838,844,8,Mon May 09 15:15:39 +0000 2011,109387,,,
1.16E+18,rob greg,robgreg11,"Texas, USA","Engineer by degree, educated and common sense.... yes conservative. liberals are ruining the USA.",,232,261,0,Sun Aug 04 16:50:52 +0000 2019,1128,,,
1.19E+18,Abla,abla34392290,,"I have a Resting bitch face syndrome, deal with it",,1,65,0,Mon Oct 28 16:38:54 +0000 2019,13,,,
576381971,Lester Shen,lester_mncee,"Minneapolis, MN","Director of Innovative Technologies at the Center for Energy and Environment
http://t.co/TkSJ6ec9DJ",http://t.co/A9m4Ytl61J,674,401,73,Thu May 10 16:43:11 +0000 2012,27118,,,
20957045,Chester Tan,musicdiary,"Singapore, SG","Piano Spa composer, Tech Blogger, Photographer. https://t.co/ejONgCW5i5",http://t.co/fMM0yquDwT,784,628,68,Mon Feb 16 02:40:35 +0000 2009,10519,,,
987546224,Jake Moss,moss_jake_moss,"St Charles, MO",What's up doc?,,478,384,0,Mon Dec 03 22:24:19 +0000 2012,1430,,,
3166264359,#PELOSI2020 #Biden2020,diamond6771,"Texas, USA","In America, NO ONE IS ABOVE THE LAW  

#BIDEN2020 IS DEFINITELY THE STRONGER ONE TO WIN!!",,195,920,12,Tue Apr 14 17:01:43 +0000 2015,194874,,,
1.09E+18,Lau Chi Dan,lauchidan1,hongkong,,,0,6,0,Sat Jan 26 02:24:50 +0000 2019,230,,,
108643347,Harold Thimbleby,haroldthimbleby,"Swansea, Wales",See Change Fellow in Digital Health / Professor of Computer Science,https://t.co/YJKmkKFJJO,434,188,10,Tue Jan 26 16:06:57 +0000 2010,6933,,,
566459042,Cape Town Guy,thecapetownguy,"Cape Town, South Africa",Tech & Motoring Journalist & Editor at Cape Town Guy. Instagram: capetownguy YouTube: https://t.co/bgcvbbXSoL,https://t.co/KXsEutFXLy,7656,1538,87,Sun Apr 29 16:42:56 +0000 2012,21673,,,
1.02E+18,KZELLE,kzelle4,"Georgia, USA","KZELLE - A marketplace platform for  business in Africa, Caribbean and Central America (ACCA) economic zone.",https://t.co/3l5j3qpJAH,8,16,0,Fri Jul 27 05:11:13 +0000 2018,236,,,
16134445,Xavier Morera,xmorera,Costa Rica,Helping Developers Understand Big Data & Enterprise Search | Pluralsight Author | Big Data inc.,https://t.co/5f6z0YzUtV,1104,2575,43,Thu Sep 04 20:02:46 +0000 2008,1508,,,
9.72E+17,Dean Snelling,snellingdean,"Northampton, England","EV Driver, supporter of renewables and an atheist.
Octopus's energy referral in the link for �50 credit",https://t.co/KsIcIuXK88,506,248,6,Fri Mar 09 17:44:19 +0000 2018,5526,,,
1.12E+18,Nkurayija David,nkurayija15,,#African #PoliticsNews  Global  #BusinessNews #Technologynews,https://t.co/KKLmJiJwqG,105,80,0,Tue Apr 30 13:36:44 +0000 2019,6360,,,
8.42E+17,John Nielsen,jbnielsen1985,Europe,"Tinker
#Tesla fan 
#ClimateChange 
#Safety
#Mars   
#TeamElon",,54,115,0,Tue Mar 14 12:24:37 +0000 2017,1017,,,
1.02E+18,Shiadrackh Encio,shiadrackh,"Manila, Philippines ",Filipino Everywhere :P,,66,159,1,Tue Jul 24 07:57:47 +0000 2018,23677,,,
20054643,Petra Clayton,clevercustard,"Guildford, England",Founder & CEO of @CustardComms nurturing #Marketing talent & providing marketing strategies for #hospitality. You'll find me mainly hanging out on Instagram,https://t.co/RXKF5BuJ1V,2059,2299,72,Wed Feb 04 14:00:37 +0000 2009,4419,,,
9.55E+17,ceecee,whoisssher,hawkins,"Bajar, Alberto D. 2A/E.",,1023,549,0,Mon Jan 22 06:17:40 +0000 2018,25379,,,
17126174,arslankhalid,arslankhalid,"Lahore, Pakistan",#energy #Renewable #Policy #jobcreation ...energy analyst working on renewable energy policies and socio-economic impacts,https://t.co/oIf0n87zcD,158,623,8,Mon Nov 03 05:06:52 +0000 2008,210,,,
17818377,Martin Richardson,smart2k,"Ascot, South East",,,118,282,5,Tue Dec 02 20:56:27 +0000 2008,3812,,,
1.02E+18,Shiadrackh Encio,shiadrackh,"Manila, Philippines ",Filipino Everywhere :P,,66,159,1,Tue Jul 24 07:57:47 +0000 2018,23682,,,
2238546031,Jordan Johnson,jordanpowers95,"Columbus, New Jersey, USA","I�m an aspiring character artist who hopes to work in animation. Gorillaz fan, owner of @GorillazTrivia. YouTuber. He/Him. 24 year old guy with autism (ASD)",https://t.co/MeOku23F0W,539,989,0,Tue Dec 10 03:46:59 +0000 2013,10055,,,
2400303405,Gary Ramsden,azzag110,Manchester,,,24,53,0,Mon Mar 10 20:13:49 +0000 2014,794,,,
16808675,Harry Talks Today!,harrydouglas,USA,Activist for American Motorist Vote Alliance. The future of car buying: https://t.co/RSfP4SWdPb TOLL-FREE:          Call USA Toll-Free: 855-227-2662,https://t.co/j3zyZVyk5C,5837,8100,156,Thu Oct 16 15:28:25 +0000 2008,80888,,,
7.94E+17,Verge Taglines,vergetaglines,,Tweets every time The Verge's tagline switches,https://t.co/n5pK45Kf7k,468,4,5,Tue Nov 01 20:31:20 +0000 2016,1219,,,
1899550152,Meti Shewaye Yilma,metiyilma,"Universe, so far...","CVO @ QUEENDOM MEDIA
Examine Narratives,Reset Values,Set Agendas
Spread Practical Wisdom, Breakthroughs & Authentic Stories to Nurture Conscious Global Citizens",,2645,59,3,Tue Sep 24 07:43:15 +0000 2013,734,,,
375071867,Timmons Roberts,timmonsroberts,"Providence, RI USA","#ClimateChange Social Scientist @BrownUniversity and @BrookingsGlobal, collaborator, determined dreamer, dad. Usual disclaimers",https://t.co/k5Qrx7Ssr1,3323,1478,138,Sat Sep 17 13:09:12 +0000 2011,7174,,,
1.14E+18,Energy & Clean Growth in the Northern Powerhouse,npenergyconf,"Hull, England","Two-day event showcasing the innovation, leadership and opportunities across the North of England in energy, decarbonisation, transition and clean growth.",https://t.co/71dJgyiM7r,234,962,1,Thu Jun 27 08:37:06 +0000 2019,164,,,
44705472,IG: @luxurynwheelsng,luxurynwheels,At world's end...,"Sell Cars,SUVs, Trucks. Also handle bulk procurement of automobiles for corporate bodies and individuals.",,1605,1581,16,Thu Jun 04 20:03:55 +0000 2009,92312,,,
7.22E+17,Africa Oil Gas Talent Summit,africaogtsummit,Nigeria,AOGS is the Africa's only event that is focused exclusively on people and performance excellence in her energy sector.,https://t.co/qlgsgmW86x,127,213,3,Tue Apr 19 09:55:33 +0000 2016,565,,,
7.94E+17,Every Verge header,vergeheaders,"New York, USA",A bot that posts new Verge headers.,https://t.co/W2SFxIXkC4,471,1,1,Wed Nov 02 19:15:05 +0000 2016,1236,,,
3373188633,Se�or Amazon,tio_amazon,"Villa Mar�a, Argentina","Fan del tokusatsu y animaci�n.
Experto en universos alternos.
Viajero del tiempo por internet.
Veterano del Caf� DEM.
Pastafari.
Fan del jazz japon�s y city pop",https://t.co/WDvgIPDcIF,228,1378,4,Mon Jul 13 01:47:04 +0000 2015,10710,,,
3021568204,Volkswagen News,volkswagen,"Wolfsburg, Germany","Official account of Volkswagen (brand). (DE: @volkswagen_de) 
Imprint: https://t.co/xEjKS19IoD
DAT: https://t.co/Q8UYsNsRib
Legal notices: https://t.co/At32ICIgKf",https://t.co/0L1cLBy82l,165464,333,324,Fri Feb 06 14:27:56 +0000 2015,4941,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4891,,,
291775983,SABZ�,realsabz,The Burgh,"I'm that Gangster that Punches Bitches n Throws Bricks At Em Cause Its Fun.    















Footballer/ Rapper",,1429,1777,15,Mon May 02 16:02:39 +0000 2011,78638,,,
67070578,Cheating Death,aimostdied,,Close Calls | death@umsocials.com,https://t.co/Hr887NcYnP,111774,62,1210,Wed Aug 19 18:01:29 +0000 2009,150,,,
26808061,Puma Kamarullah,puma_kamarullah,"�T: -6.23945,106.810727",,,302,677,2,Thu Mar 26 18:10:11 +0000 2009,24054,,,
1679493949,Rafael Mora,rafamora507,Panam�,,,49,154,2,Sun Aug 18 00:35:56 +0000 2013,405,,,
2881035521,Commodity3 TEAM,c3metal,Paris,"The right metal alert, with the right price, at the right time",http://t.co/sTXzKIgwnF,221,27,35,Mon Nov 17 14:03:17 +0000 2014,29584,,,
1.04E+18,PartsCargo,partscargo,,Click or call we have it all,https://t.co/RWMtk6xOd8,31,74,0,Thu Sep 20 05:11:38 +0000 2018,474,,,
7.62E+17,Sherene Kingma,serene_yemanja,"Cape Town, South Africa","Mother to Alice, TV Exec and Producer, weaver of magic in outer dimensions, lover of the ocean, sacred ceremony of all forms",,412,1793,6,Sat Aug 06 16:31:14 +0000 2016,22426,,,
7.10E+17,Todd H. Baker,tbakerbroadmoor,"California, USA","Senior Fellow at Columbia's Richman Center for Business, Law & Public Policy/Broadmoor Consulting/Former CSDO at 3 big banks & international law firm partner",https://t.co/fgoDfSqQrD,403,565,0,Tue Mar 15 20:49:41 +0000 2016,2750,,,
237865706,Nate,natesiems,The North Star State,"Law school grad making my way downtown, walking fast, faces pass, and I'm homebound. 

Tweets are always my own. You don't want them anyways.",,365,334,13,Thu Jan 13 20:34:33 +0000 2011,32356,,,
8.04E+17,Niggo Rischdar,aushilfskrass,,,,15,60,1,Thu Dec 01 13:38:43 +0000 2016,2397,,,
57469871,alntal,alntal,"Washington, DC","International Development Consultant * Governance & Anti-Corruption Specialist * President Emeritus, NAACUS * Chair, NAACUS Advocacy Standing Committee *",,114,70,0,Thu Jul 16 22:41:13 +0000 2009,1207,,,
18173958,3000toys,3000toys,"Joplin, Missouri",Quality Toys and Collectible Diecast Models from Around the Globe!  Aviation � Construction � Agriculture � Transportation � And more...,http://t.co/S2afYtkcM4,1914,59,22,Tue Dec 16 21:55:03 +0000 2008,4225,,,
3073622757,wheels,31bjn,the big pretzel,"Husband,father, for life. Evertonian #COYB, NASCAR #TMDNASCAR,Iggles , 420 UA Steamfitter, QM Cold War gator. Non sibi sed patriae",,1969,2392,114,Thu Mar 05 23:03:51 +0000 2015,123963,,,
2908487685,Reggie Hargett,reggiehargett,Central VA,Retired Federal employee - 38 years; Daycare grandaddy for the past 8 years; lifelong conservative; Bama fan,,1493,1380,11,Sat Dec 06 23:57:12 +0000 2014,26064,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4895,,,
303426043,Pauline Mandari,swahilimom,Planet Earth,Avid reader. Socially conscious. #womenintech #womeninbiz,https://t.co/IhmoVLAytj,12886,748,49,Sun May 22 21:07:21 +0000 2011,43527,,,
79807769,SolarChargedDriving,solarcharge_it,Colorado,Journalism professor who cares deeply about the environment and who sees EV-solar synergy as crucial to a greener world. Web site = http://t.co/pNGawXfE.,http://t.co/Tc88xvVl4f,3951,4576,202,Sun Oct 04 19:19:00 +0000 2009,16906,,,
4808418847,Saku �the original� Zuckerberg,saku_zuckerberg,Planet Earth,Bernie beats Trump! Bernie + Squad = Medicare for All and Green New Deal. Let�s win this!,,541,4859,4,Sun Jan 24 16:36:34 +0000 2016,14892,,,
12267642,Sarah Tuttle,niais,"Here, I guess.","Astrophysicist. We're not going to be shady, just fierce. Professor. Vitals read normal but face reads murderous. 100% problematic. She/her.",,14706,6701,430,Tue Jan 15 12:36:49 +0000 2008,14972,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4898,,,
9.56E+17,Photo History,photohistorytv,,,,20,2,0,Wed Jan 24 15:27:31 +0000 2018,22818,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4901,,,
1480651926,George Rossi,rossi_george,,,,212,69,107,Mon Jun 03 21:32:24 +0000 2013,29584,,,
531155252,Godfrey Achireka Jr.,1travela,"Emilia Romagna, Italy","That Kid From Nakapanya ||Msafiri||TraVeLA
||TMK raised me || @Realmadrid C.F is my passion
.
||Global Citizen 

||Ukiona begi mgongoni ujue muda wowote safari!",https://t.co/D0PX0agA8O,11113,1259,19,Tue Mar 20 11:49:24 +0000 2012,226038,,,
4180086792,Dark Stock Images,darkstocklmages,,extremely messed up stock photos | we own no content posted | send submissions!,https://t.co/84LYc1nnC7,63790,72,94,Mon Nov 09 14:39:01 +0000 2015,144,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4904,,,
146983487,Danie,daniebello,"San Diego, CA","You see things and you say, 'Why?' But I dream things that never were an I say 'Why not?� - IG: danie.bello",,1009,1284,0,Sat May 22 22:14:52 +0000 2010,10011,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4907,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4910,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4913,,,
551342421,Eileen Rushdi,hausofrushdi,,,,825,86,21,Wed Apr 11 19:36:26 +0000 2012,239208,,,
1514156942,Patrik Bengtsson,pejp_bengtzone,,,,10,99,0,Thu Jun 13 18:41:50 +0000 2013,4916,,,
1.04E+18,mimi afzan,afzanmimi,"Kuantan, Pahang",,,263,32,0,Fri Sep 21 15:22:08 +0000 2018,840,,,
217169629,B,texasfuzz,,,,61,318,1,Thu Nov 18 19:39:21 +0000 2010,1409,,,
14132290,Mark W Tebbutt,mwt2008,Chorley Lancashire UK,IT contractor. Lived in 0 carbon /air pollution home 2011 to 2015. Nissan Leaf electric car driver since March 2011. 0 direct fossil fuel use Apr 2011-Feb 2015,https://t.co/OU0zwSzfHF,5031,5262,309,Wed Mar 12 14:09:56 +0000 2008,222089,,,
